,position,avg_consult_mins,doctor_speed,time_of_day,day_of_week,actual_wait_time
1037,7,20,1.4671371705942093,21,0,259.68327919517503
1038,8,8,1.097512952809534,17,5,90.4350673115056
1039,2,20,0.5272386574326325,20,5,37.855735603663014
1040,9,10,0.9644446895730697,10,5,128.07825477530366
1041,10,20,0.8351099254353527,10,1,204.6019317316614
1042,4,15,0.5893149533195569,15,4,36.53752710581252
1043,13,10,0.9301223485130558,17,5,145.0990863680367
1044,7,10,0.7535836123272803,14,2,66.31535788480068
1045,4,10,0.8373556067805423,21,1,51.91604762039363
1046,6,30,1.0423767548989162,21,6,260.1772380227695
1047,4,20,1.4515581416640084,14,3,143.70425602473682
1048,10,20,1.201326972712835,10,4,291.92245436921894
1049,2,8,1.1135481185663632,16,0,30.065799201291806
1050,2,20,1.317900802343054,17,3,72.48454412886798
1051,6,30,0.8923455788014215,20,1,205.23948312432694
1052,2,20,0.5393349122940496,14,6,33.97809947452512
1053,5,30,1.016626490345304,14,2,152.4939735517956
1054,10,20,0.8793115900609799,13,1,182.89681073268383
1055,11,15,1.4143435570013192,12,3,257.4105273742401
1056,2,20,0.9832781387231598,14,0,47.19735065871167
1057,14,20,0.7778821908795001,14,0,227.9194819276935
1058,13,30,1.26817445764723,17,3,494.58803848241973
1059,14,20,1.4035080833680031,15,3,401.4033118432489
1060,2,15,1.1787456479615999,18,5,38.898606382732794
1061,11,15,1.494265956415576,13,1,274.94493598046597
1062,4,20,0.8162020880706143,18,4,80.80400671899082
1063,7,8,0.6533818425173498,18,6,52.009194664381035
1064,14,30,1.297391171057651,21,3,677.2381912920938
1065,3,30,0.8624577422551726,14,3,84.52085874100692
1066,13,8,1.2784502373977193,20,6,195.96085238832242
1067,6,10,1.4815844315055688,10,6,133.6389157218023
1068,5,10,1.260387668224185,12,5,78.14403542989947
1069,10,10,0.5103040831363845,14,2,59.70557772695699
1070,8,8,0.7200440509765706,10,5,71.62998219114925
1071,2,8,1.1739878713792404,9,0,41.324373072549264
1072,3,20,0.7952732393286479,16,2,58.0549464709913
1073,8,30,1.1813111630942066,14,5,315.41008054615315
1074,6,20,1.2064768625275093,17,5,165.28733016626876
1075,1,30,0.8697422769543952,16,3,29.57123741644944
1076,4,15,1.0833778867225747,18,5,81.2533415041931
1077,13,8,0.7755186180592557,15,2,82.20497351428111
1078,9,10,0.6573791121236382,19,6,80.72615496878277
1079,11,10,1.4293467587040014,11,2,194.39115918374418
1080,14,8,0.8910865793611625,21,2,126.89072890102955
1081,1,20,0.8296275869300237,18,3,19.081434499390546
1082,13,8,1.234403807172213,21,2,173.8040560498476
1083,10,20,1.2927413722565038,11,4,334.82001541443447
1084,3,15,1.304995947646332,20,6,101.0066863478261
1085,6,8,1.0923662200441224,16,4,65.54197320264734
1086,10,15,1.0989938559605483,12,0,164.84907839408226
1087,13,30,1.0124212132039327,17,4,399.90637921555344
1088,4,20,1.0945528055231837,20,2,114.92804457993428
1089,2,20,0.6630048275796635,21,4,44.42132344783745
1090,1,15,1.3004079756013072,17,0,28.60897546322876
1091,8,30,0.8079678862558416,18,6,215.7274256303097
1092,13,10,0.7919753874980854,20,2,129.883963549686
1093,5,30,0.6850534332527963,18,2,112.3487630534586
1094,12,15,0.7211687058105046,14,1,138.46439151561688
1095,5,30,0.6906023735897306,18,6,118.09300588384394
1096,2,30,1.1075898439077125,11,6,96.58183438875254
1097,6,10,1.0343158547247502,19,0,92.05411107050277
1098,14,8,1.0795018343069294,15,6,134.07412782092064
1099,1,10,1.389233863318523,21,3,31.952378856326032
1100,12,10,0.5823934004963837,12,0,71.0519948605588
1101,4,15,1.3001686222689228,16,2,102.7133211592449
1102,12,10,0.767960419700606,21,4,123.64162757179757
1103,1,8,1.3176428392820696,17,1,18.446999749948976
1104,11,15,1.0933557300213201,12,3,193.52396421377367
1105,8,15,1.0321846094267961,19,1,153.79550680459263
1106,11,8,1.4871510709616516,19,2,185.2990234418218
1107,11,20,0.6759096532149299,13,5,167.62559399730262
1108,14,8,0.7595203890040595,14,6,98.13003425932447
1109,6,10,0.6872253765973998,9,6,56.489925956306266
1110,2,20,0.907512897888894,9,2,52.63574807755585
1111,11,30,0.7953784573007987,18,4,272.0194323968731
1112,9,30,1.2323636805071896,14,4,346.2941942225203
1113,14,8,0.8893156230154959,9,6,139.4802623137504
1114,5,30,1.368209053691377,18,1,231.2273300738427
1115,3,20,1.0089436184714524,12,2,73.65288414841602
1116,12,30,1.0707027145756647,16,2,402.5842206804499
1117,9,8,1.3506226429526085,9,1,119.39504163701059
1118,14,20,0.6930794915450545,20,1,243.27090153231416
1119,4,8,1.3568418593760212,18,1,52.91683251566483
1120,7,10,1.4596989115622543,10,4,122.61470857122936
1121,1,15,0.6463056001128579,15,2,17.450251203047163
1122,10,8,1.1029126641025078,21,5,131.90835462665993
1123,6,8,0.7837033072194046,10,6,62.97839776815135
1124,7,10,0.5434761242866932,21,6,55.65195512695739
1125,9,8,0.6325816896437959,14,6,55.161123336939006
1126,5,30,1.1769423825468577,19,2,227.14987983154353
1127,6,8,0.6947869511333878,16,4,40.297643165736496
1128,4,15,0.795897203946897,13,2,50.93742105260141
1129,8,15,0.9738037057988922,20,0,142.17534104663827
1130,5,10,0.7088216306531188,18,2,42.52929783918712
1131,3,10,0.7168668022938102,11,4,29.391538894046217
1132,12,30,0.8036190549781116,13,1,296.5354312869232
1133,5,10,0.617913581913207,18,0,34.60316058713959
1134,1,15,0.6475154308105013,15,3,20.720493785936043
1135,6,30,1.4552623933128936,19,4,321.6129889221495
1136,3,8,0.7250964994525999,16,2,23.928184481935798
1137,1,15,0.5205883177362556,19,1,9.891178036988856
1138,3,8,0.957735934907694,16,2,32.5630217868616
1139,1,10,0.7353727635547193,13,1,11.765964216875508
1140,6,30,1.260580473408015,14,5,263.46131894227517
1141,7,20,0.5556065634911306,21,2,93.34190266650994
1142,9,15,1.2042709296865506,14,1,179.43636852329604
1143,3,20,0.7861559118566219,17,5,52.67244609439367
1144,5,8,0.609142078526584,10,6,38.25412253146947
1145,7,10,0.5355057035383327,16,2,40.16292776537495
1146,5,8,1.040891434902921,17,1,58.28992035456358
1147,12,20,1.2004632570209597,19,3,349.3348077930993
1148,4,20,0.7352545668414637,14,2,68.37867471625613
1149,9,15,0.8618776614500337,21,1,141.34793647780555
1150,11,8,1.348188130701824,20,4,150.45779538632354
1151,8,20,0.564438184897085,10,0,116.27426608879951
1152,7,8,1.3113409397997688,19,3,106.48088431174124
1153,13,15,1.3181795177430868,18,6,305.1585583575246
1154,1,10,1.4966129662887682,14,2,16.46274262917645
1155,10,20,0.889821702859014,17,2,187.75237930325196
1156,13,8,0.6117966707606396,10,1,84.91737790157678
1157,9,15,0.5096652631023555,21,1,89.19142104291221
1158,11,30,1.434777236524133,17,2,493.5633693643017
1159,14,15,1.1141593581207503,11,0,299.70886733448185
1160,12,10,0.6545159823894697,9,1,98.17739735842046
1161,6,30,1.0929851591415405,11,2,251.3865866025543
1162,1,8,0.5128352091446173,14,0,4.102681673156939
1163,12,20,1.2401251018429984,11,0,369.5572803492135
1164,3,30,1.0467738332574008,17,1,100.49028799271048
1165,3,30,0.8449142598932146,12,4,77.73211191017575
1166,13,15,1.1165645355254754,9,1,270.2086175971651
1167,12,8,0.7252214329224073,19,2,86.44639480435094
1168,9,8,1.4128303560511464,17,3,125.74190168855203
1169,1,20,0.6618795626941918,9,0,23.827664256990904
1170,6,30,1.4555023897357167,16,3,279.4564588292576
1171,14,10,1.2794517983200893,13,3,184.24105895809285
1172,6,20,1.3682530813474296,21,2,216.18398685289387
1173,14,20,1.2680735183676903,10,5,472.4841929438015
1174,12,30,1.0811882055005255,13,0,409.77032988469915
1175,14,8,1.4898152258795005,12,1,183.24727278317857
1176,13,15,1.1813132204354364,11,5,311.15790226269394
1177,1,30,1.0718179923482318,20,4,51.44726363271513
1178,3,10,0.920567004990487,10,2,46.94891725451484
1179,8,8,1.3706253965343795,21,3,124.45278600532166
1180,2,10,0.9262076900998132,18,4,25.933815322794768
1181,14,8,1.4684471618778048,13,2,179.15055374909218
1182,9,8,0.8499730848164252,13,6,67.31786831746088
1183,11,20,1.4009467723749298,19,6,422.24535719380384
1184,2,10,0.6573127151578271,12,0,16.432817878945677
1185,3,10,1.349088587887365,13,3,66.10534080648088
1186,11,15,0.6516740472957492,19,4,138.80657207399457
1187,1,15,0.5156239107383785,10,4,11.343726036244329
1188,8,30,1.274200639165723,21,1,369.51818535805967
1189,7,10,1.4908231000503334,13,5,141.62819450478167
1190,4,20,0.900891808396954,9,3,102.70166615725276
1191,10,15,0.5329916973058967,15,6,89.54260514739065
1192,12,30,0.5790926155887228,19,4,252.48438039668315
1193,2,20,1.4870112463355059,14,3,78.8115960557818
1194,12,30,0.9052454026073415,13,3,343.08800758818245
1195,9,10,1.1720249018595266,9,3,134.78286371384556
1196,8,15,0.7290396847943046,21,1,104.98171461037987
1197,7,20,1.1574286612977989,16,3,171.29944187207423
1198,7,20,0.7568289846228405,9,2,132.44507230899708
1199,8,30,0.9935452849146738,18,4,253.35404765324182
1200,13,15,0.8433330432769627,15,3,167.82327561211557
1201,10,15,1.4345004105639445,18,6,258.21007390151
1202,6,10,1.19456313468717,17,4,71.6737880812302
1203,10,20,0.8523715524133079,13,5,201.15968636954065
1204,9,10,0.8973352915911522,12,1,83.45218211797716
1205,1,15,1.353756667804526,9,0,46.027726705353885
1206,12,10,1.2597312239061589,21,3,197.77780215326695
1207,10,30,1.483652190315777,20,2,557.8532235587322
1208,6,30,1.4122274290072134,9,2,319.1633989556302
1209,12,15,0.6374390917061546,21,0,141.51147835876634
1210,6,15,0.9499193319263782,21,3,103.54120717997523
1211,10,30,0.6445682063686446,20,4,234.62282711818665
1212,13,30,0.7730427292141617,21,5,402.6006533747354
1213,9,8,1.003949580651612,12,4,80.31596645212898
1214,7,15,1.4275153494322814,13,6,190.57329914920956
1215,8,20,1.372745260105873,20,3,285.5310141020216
1216,10,8,1.4880724894724575,17,5,133.9265240525212
1217,14,10,0.6853869767610944,16,0,108.29114232825292
1218,10,8,0.5111378973398096,18,2,48.558100247281914
1219,5,8,1.3902610415754908,20,0,93.14748978555788
1220,2,20,0.9386960749345161,21,5,58.011417430953095
1221,2,20,1.0333556638504136,16,1,57.86791717562316
1222,12,8,0.9445150146636697,17,5,106.3523906511292
1223,3,30,0.6141494906628072,20,3,67.5564439729088
1224,7,30,1.3680625507933342,10,0,365.2727010618202
1225,9,30,1.10553860363752,11,0,365.93327780401916
1226,10,30,1.0970817338331091,20,0,402.62899631675106
1227,4,8,0.8720230057191075,19,1,34.357706425332836
1228,6,30,1.0856193155030072,10,5,259.0287686790175
1229,7,8,1.32232333187712,20,1,91.5047745658967
1230,9,30,1.3709391013279042,15,3,385.23388747314107
1231,3,8,1.0990977046440715,17,1,39.567517367186575
1232,8,8,0.8949521787304919,13,2,62.646652511134434
1233,1,8,1.471707726654164,15,4,16.188784993195803
1234,1,10,0.6530634074540624,18,3,16.32658518635156
1235,1,30,1.0131438478923906,17,4,41.53889776358802
1236,5,20,0.9208840414795186,17,1,104.0598966871856
1237,14,10,0.890059409324806,15,4,140.62938667331935
1238,8,20,1.3287627598379452,10,4,275.05389128645464
1239,2,30,1.3050128737246427,16,0,79.6057852972032
1240,1,30,0.7494099979621022,11,2,38.21990989606721
1241,1,10,0.6336188513941847,19,4,17.107708987642987
1242,12,10,0.7705524014150728,13,1,104.02457419103482
1243,6,8,1.1167097752705604,11,1,85.53996878572492
1244,4,20,1.1308775556386208,21,6,129.59856787618594
1245,11,30,1.1528153524746116,9,3,476.1127405720146
1246,3,8,0.9586289011396811,14,0,27.800238133050755
1247,14,15,1.259392371565566,20,0,341.2953326942684
1248,9,8,0.7054023137033387,18,2,55.72678278256376
1249,2,8,1.4412631097072597,17,0,46.12041951063231
1250,6,10,0.5472995495069749,14,6,37.76366891598127
1251,10,8,0.72128606879546,14,4,59.145457641227715
1252,9,15,1.306211798663563,17,5,213.56562908149257
1253,10,20,1.395765302233539,18,5,316.8387236070134
1254,14,20,1.2423273965994746,14,1,350.3363258410518
1255,11,8,0.559525403585217,15,0,50.35728632266952
1256,11,20,1.197041334142178,16,2,269.33430018199005
1257,12,30,1.3569952318088172,21,5,667.9130530962998
1258,7,15,1.0377661337656117,9,2,139.06066192459195
1259,6,8,0.9414626126441048,21,1,70.2331109032502
1260,10,10,0.9351087145704836,11,5,133.72054618357916
1261,7,10,0.5883485826649556,9,5,62.01194061288632
1262,4,20,0.8101967959700438,20,6,95.27914320607715
1263,12,8,1.3656919345175562,14,1,135.20350151723807
1264,1,20,0.6828898151255975,13,6,19.80380463864233
1265,2,10,0.8630359815786083,18,4,32.79536729998711
1266,3,30,1.1278905076021672,18,0,103.76592669939939
1267,10,30,1.1527130707362203,18,5,383.85345255516137
1268,7,20,0.5688062438113695,9,2,95.55944896031006
1269,3,30,1.1284652080994784,16,3,113.97498601804732
1270,4,10,1.164807396272242,20,1,69.88844377633453
1271,9,20,0.6646026424612993,11,2,151.52940248117625
1272,12,15,0.923814210575957,20,4,213.40108264304607
1273,8,10,1.058029425155513,9,5,123.3662309731328
1274,7,10,1.4706112722272375,20,4,151.47296103940548
1275,4,30,0.9252051056433297,20,0,143.4067913747161
1276,11,20,0.8088749568397123,9,0,217.58736338988263
1277,6,30,1.1804228221427888,10,5,291.0922679404117
1278,7,30,0.82019503034625,20,6,234.73981768509674
1279,3,15,1.3537285653354045,13,4,77.16252822411806
1280,5,10,1.2006929290255057,16,1,81.6471191737344
1281,9,10,0.7562706652375922,15,0,78.65214918470959
1282,8,15,1.1713549521759612,18,4,155.79020863940283
1283,1,30,1.1197910893264396,12,6,41.43227030507826
1284,13,10,0.6712894235872208,18,3,91.96665103144925
1285,10,8,0.6212892768385262,17,3,50.945720700759146
1286,4,8,1.2697868851610439,16,2,41.90296721031445
1287,9,30,0.8520467936994023,11,3,284.5836290956004
1288,6,30,1.0789337480473422,14,5,226.57608708994186
1289,10,10,0.5010132341000827,19,0,63.6286807307105
1290,14,20,1.09904892073226,19,2,390.16236685995233
1291,11,10,1.3026760155615327,19,6,191.7539094906576
1292,7,15,1.3028808748911977,16,2,138.10537273846697
1293,11,30,0.9447309676444712,13,2,322.15325996676467
1294,1,8,1.128190664842334,17,5,31.36370048261689
1295,11,20,0.779163342072422,18,5,189.33669212359854
1296,3,15,0.5010359733350358,12,4,28.058014506762007
1297,13,15,0.8469451727999865,19,4,209.19545768159665
1298,6,8,0.9355881305511796,10,1,60.4389932336062
1299,1,10,0.6647013132184707,18,0,9.30581838505859
1300,11,15,0.9144143381587462,14,4,152.70719447251062
1301,3,30,0.8518394483815824,17,4,87.73946318330299
1302,10,15,0.6748400816877094,12,1,107.29957298834579
1303,3,30,0.90663485329614,12,1,93.38338988950242
1304,13,30,1.0146639916071154,9,3,483.994723996594
1305,3,20,1.4814818137028545,17,2,99.25928151809126
1306,13,30,1.153678957439358,20,5,606.6043958216144
1307,9,8,0.9423944790011237,21,1,96.50119464971507
1308,12,20,0.5657808609436671,12,0,145.9714621234661
1309,11,30,0.5186250802095145,11,0,209.52453240464385
1310,11,15,0.9199912311336823,18,0,165.59842160406282
1311,13,30,0.9337353355874558,10,3,446.32549041080387
1312,13,15,0.8501353818723558,14,5,182.35403941162033
1313,9,8,0.9097132283199068,19,6,91.91742458944339
1314,11,30,1.4464061623168392,17,6,533.7238738949136
1315,12,8,0.7365181688817637,9,2,87.79296573070623
1316,5,30,1.4508528543237618,14,0,245.19413238071573
1317,12,30,1.133867209489479,10,4,505.70477543230766
1318,8,8,1.1762399197115117,14,2,84.68927421922884
1319,10,8,1.4730479495055415,20,1,145.8317470010486
1320,10,20,0.5199949901053025,15,2,104.5189930111658
1321,8,15,1.2333106484343723,16,5,167.73024818707464
1322,6,8,0.6138080666889352,20,2,40.87961724148308
1323,8,20,1.0873849256755328,11,1,220.73913991213317
1324,3,20,1.084007156857707,20,2,87.80457970547427
1325,5,8,0.8298682198814794,17,1,36.51420167478509
1326,7,15,0.9075057414703087,9,1,117.06824064966982
1327,2,10,1.0762541430654329,18,6,25.83009943357039
1328,10,15,0.931346534354936,14,0,153.67217816856444
1329,13,20,0.9236570311956979,19,6,318.84640716875487
1330,13,20,1.499025028777688,21,5,517.4634399340579
1331,13,30,0.833250571071973,13,4,328.30072500235735
1332,12,30,1.4253100077716696,11,4,617.159233365133
1333,9,20,0.8243887901360761,21,2,183.838700200345
1334,10,30,0.5006858549636038,13,5,171.73524825251613
1335,14,15,1.389032296221393,12,2,311.14323435359205
1336,11,8,0.7154516339783124,12,6,79.272041044797
1337,10,30,0.5039692166813716,10,3,182.43685643865652
1338,6,15,0.6220496002432946,12,1,65.31520802554593
1339,9,10,0.6056676810104163,14,5,70.2574509972083
1340,10,15,1.2333648881768573,20,4,225.70577453636488
1341,6,30,0.6429900450809158,17,5,135.02790946699233
1342,2,10,0.5675826384041072,10,6,18.95726012269718
1343,10,8,0.8490218825067446,14,5,84.90218825067446
1344,8,20,0.8660464712995187,12,0,145.49580717831915
1345,13,20,1.2524036262766622,11,4,414.5456002975752
1346,11,30,0.670780953691293,17,5,243.49348618993935
1347,2,20,1.3989397580610592,19,2,90.93108427396885
1348,6,8,0.5235372056164976,16,0,25.129785869591885
1349,4,15,1.0489046500372399,9,2,88.10799060312814
1350,14,8,0.8672565939309594,9,2,132.16990491507823
1351,12,10,1.072224970840185,21,1,166.19487048022867
1352,5,30,0.6744219323724857,18,1,111.27961884146015
1353,13,10,0.6039214280688584,13,2,86.96468564191561
1354,1,8,0.7732476074710214,18,6,16.083550235397247
1355,14,30,1.2047974801110093,12,3,520.4725114079561
1356,6,8,0.912369519151731,20,2,59.85144045635355
1357,13,15,0.8286887603528881,11,1,196.39923620363447
1358,10,30,0.9383896992144098,12,0,289.0240273580382
1359,1,30,0.599186950859433,9,3,25.165851936096185
1360,3,30,0.8928366665464876,14,3,87.49799332155578
1361,8,8,0.5101502492195854,12,1,39.79171943912766
1362,1,10,1.4017076365525356,17,4,35.04269091381339
1363,8,8,0.5329661147870924,17,2,35.70872969073519
1364,8,10,0.8720706201273178,9,0,89.82327387311373
1365,8,15,0.7497691268251383,17,3,89.9722952190166
1366,3,30,1.274059504151595,15,6,141.42060496082703
1367,3,20,0.8897041728956195,21,4,79.18367138771013
1368,6,30,0.6317258201489109,11,3,139.6114062529093
1369,10,20,1.1619998618789076,9,6,318.3879621548207
1370,3,10,0.8945834444650191,9,6,47.94967262332503
1371,8,8,0.6912307064576924,13,0,55.98968722307308
1372,9,20,1.2839417594835858,12,0,246.51681782084847
1373,7,8,1.2518412487152006,14,5,88.37999215929315
1374,8,10,1.1875322989817012,11,5,142.02886295821145
1375,11,10,1.0931217657528336,18,4,122.42963776431736
1376,12,15,1.0855144282911757,15,2,195.39259709241162
1377,9,8,1.0840901924240778,17,1,91.06357616362253
1378,6,30,1.049323390368758,13,5,224.5552055389142
1379,10,8,1.0964418261120337,9,3,108.54774078509134
1380,9,15,1.4199146879112554,9,3,237.12575288117966
1381,1,20,1.2180900972451933,9,3,51.159784084298124
1382,2,10,1.4933941997723468,16,4,52.26879699203214
1383,11,15,1.2487896230300883,13,0,219.78697365329555
1384,7,15,0.6367273769603662,11,3,91.05201490533237
1385,12,8,1.4479631062361773,10,3,168.2533129446438
1386,8,8,0.5617994631883031,12,0,36.5169651072397
1387,5,15,1.0803072934353963,9,1,105.87011475666884
1388,11,30,1.0994075781967538,12,2,365.0033159613223
1389,6,8,0.993155628576574,13,1,62.568804600324164
1390,9,30,0.6979056897905559,13,1,198.20521590051789
1391,1,10,1.4924019730015154,19,1,28.355637487028794
1392,1,8,1.2610837685478997,21,2,22.195074326443038
1393,13,30,1.496448535189131,16,4,583.6149287237611
1394,9,10,0.7331312277022931,18,0,76.97877890874078
1395,2,8,1.4114462073074003,19,4,41.21422925337609
1396,2,8,0.705511709245944,18,6,24.410705139909663
1397,5,30,1.4024867614607275,18,2,218.7879347878735
1398,4,8,0.7909893048603519,20,1,39.86586096496173
1399,14,8,0.66182228287191,18,6,84.18379438130695
1400,2,20,0.8279295092924632,16,5,38.08475742745331
1401,9,30,0.9925931014188143,18,3,279.9112546001056
1402,3,30,1.4829933619064648,18,4,142.36736274302064
1403,1,10,1.469908053378617,13,3,20.57871274730064
1404,11,10,1.271086239620228,14,0,153.80143499404758
1405,9,8,1.1921475637192978,21,2,119.69161539741751
1406,4,15,0.7303812778816109,21,5,65.1500099870397
1407,12,10,0.7806942184832167,10,2,118.66552120944894
1408,13,8,1.2923156308613033,18,5,153.01017069397832
1409,13,8,1.4691575200174722,14,1,158.669012161887
1410,9,8,0.5917089952095036,12,0,53.253809568855324
1411,6,15,0.8132246901256776,14,1,73.19022211131097
1412,2,10,0.647329856673298,14,3,16.18324641683245
1413,12,30,1.2379747205819398,13,0,451.860773012408
1414,5,30,0.7071616615888189,20,1,139.31084733299733
1415,11,30,0.9855815570072828,11,4,402.1172752589714
1416,11,30,1.2021076105845019,15,4,417.13134087282214
1417,2,10,0.9025584488413616,13,3,25.271636567558126
1418,2,15,1.3306701361759514,20,5,72.65458943520694
1419,10,20,0.9546798145996988,14,4,190.93596291993975
1420,11,20,0.8704219822307901,11,4,240.2364670956981
1421,6,30,0.9781522366733977,21,4,215.1934920681475
1422,10,10,1.0897511028891413,13,5,137.30863896403181
1423,6,8,1.1887847013677184,17,1,71.3270820820631
1424,9,20,1.0808650441507859,12,4,194.55570794714146
1425,13,15,0.7162451063672161,10,1,169.03384510266298
1426,6,20,0.6591537480405094,16,2,88.98575598546877
1427,6,15,1.3296564850364088,15,6,138.2842744437865
1428,11,15,0.8667750015010997,9,6,193.9842453359461
1429,6,30,1.4598275979126072,19,6,362.91314084107415
1430,4,8,1.3883804544840528,12,0,58.31197908833022
1431,13,8,0.9086133602626512,19,5,131.09473561869532
1432,6,8,0.640821731999611,18,4,36.526838723977825
1433,6,10,1.0189975026338798,11,0,80.5008027080765
1434,14,10,0.971813442090275,14,2,151.6028969660829
1435,3,15,0.7720419644904022,11,6,57.43992215808593
1436,11,20,0.8621022945562803,11,3,241.38864247575847
1437,8,30,1.2999995845697323,19,0,376.99987952522235
1438,4,15,0.9901080742422698,10,4,79.20864593938158
1439,8,10,1.080655028112563,17,0,86.45240224900505
1440,14,30,1.2570464454002277,21,4,653.6641516081183
1441,4,20,1.4625098169894808,15,5,138.93843261400067
1442,6,15,0.7538027459423304,17,0,74.62647184829072
1443,6,10,0.6809717406209149,12,0,48.34899358408496
1444,1,30,1.0803682069948506,9,3,55.09877855673738
1445,12,30,1.372706659360886,10,4,603.9909301187898
1446,3,8,1.0208911481456733,10,1,40.631467696197795
1447,13,10,0.931225716332601,13,4,129.44037457023154
1448,4,20,1.05285294247327,10,4,116.86667661453296
1449,8,10,1.1989494247493848,10,2,129.48653787293355
1450,14,10,1.156937753769884,21,1,197.83635589465015
1451,11,20,1.2437537844875883,21,0,337.05727559613644
1452,12,20,0.9768724940859083,14,2,240.31063354513344
1453,7,8,0.8011570995263887,15,5,58.16400542561581
1454,3,30,0.6986744819930234,16,5,71.26479716328839
1455,7,15,1.0536451853533446,10,1,139.0811644666415
1456,5,30,1.4509853268834643,9,1,274.23622678097473
1457,3,20,1.2770480918869849,15,6,88.11631834020196
1458,12,30,0.9510669275888474,17,5,381.3778379631278
1459,1,30,0.6539095700054289,10,5,26.548728542220417
1460,4,8,1.0507304211314386,15,2,35.72483431846891
1461,7,10,1.3121596263718684,18,2,106.28492973612134
1462,8,8,0.8737129439805572,9,3,71.46971881760958
1463,5,20,0.9917213901540896,14,4,112.06451708741211
1464,10,30,0.5482741738255075,14,3,170.51326805973284
1465,9,15,1.0389659609147759,16,2,140.26040472349476
1466,6,15,1.4625294661147945,12,4,147.71547607759425
1467,3,20,1.38877114273709,16,0,83.32626856422539
1468,11,30,1.0794085175986992,11,5,473.42857581878945
1469,11,20,0.5355039205254405,9,4,143.51505070081805
1470,5,15,1.1352883761808599,19,1,110.1229724895434
1471,5,30,1.3193897123061342,14,4,217.69930253051214
1472,14,20,1.4543758421135382,18,3,433.40400094983437
1473,3,10,1.0628712309514992,21,3,48.89207662376896
1474,2,10,0.5857007908115343,12,4,19.32812609678063
1475,8,8,1.2377709811464823,21,4,101.24966625778225
1476,10,10,1.4846198951131597,21,3,197.45444605005025
1477,9,20,1.2372102149722797,15,3,233.83273062976085
1478,3,8,1.1189392300808292,12,6,35.13469182453804
1479,3,8,0.7645163320993904,21,4,22.018070364462446
1480,11,10,0.8840013498053033,18,5,121.10818492332655
1481,13,30,1.3323078781448605,20,3,639.5077815095331
1482,7,20,1.3139887085160242,15,2,189.2143740263075
1483,10,30,0.5178883850133302,9,5,208.7090191603721
1484,11,10,0.8754438632151247,17,6,108.55503903867546
1485,13,15,1.2855958627037019,12,4,259.69036426614775
1486,2,30,0.7323067191545295,18,4,50.52916362166253
1487,4,20,0.9641915702636081,14,2,88.70562446425195
1488,13,10,0.5359303792504495,16,2,73.95839233656203
1489,8,8,0.8327231126697621,9,5,84.50474147372746
1490,10,10,0.691701971278253,19,5,100.29678583534668
1491,9,8,0.7805816528925794,19,0,82.27330621487788
1492,13,8,1.2780150001387338,21,2,183.77855701994994
1493,12,8,1.145088841375538,13,0,125.95977255130919
1494,4,30,0.8627048298809169,17,4,103.52457958571003
1495,14,20,1.4335365825758857,12,4,418.5926821121586
1496,3,20,0.8783677965486071,19,0,64.12084914804832
1497,2,10,0.7491925665047947,9,1,27.720124960677403
1498,7,20,1.4852597886320191,20,3,249.5236444901792
1499,2,8,0.5927855579549101,14,3,14.226853390917842
